pitch,yaw,x,y,z,state
-61.94,26.87,271,-168,-324,0
-67.56,30.25,-738,186,-4,0
-66.25,26.06,-336,46,-690,0
-76.69,25,-70,47,-316,0
-77.12,43.5,-345,-2,-253,0
-77.12,13.94,-235,-75,-471,0
-60.81,20.62,489,-90,-403,0
-64.44,25.12,-327,363,143,0
-64.37,24.81,132,185,-510,0
-75.87,31,-183,-11,-353,0
-75.69,48.44,-239,381,-299,0
-75.37,25.62,145,-26,-343,0
-60.44,23.37,253,-42,-367,0
-64.12,25.25,-244,199,446,0
-66.75,22.81,-277,-41,-527,0
-75.81,15.81,14,249,-263,0
-76.56,39.75,-403,191,-383,0
-72.25,12.88,224,270,-332,0
-60.06,20.56,291,109,-393,0
-63.25,26.06,-591,452,-225,0
-67.94,29.69,-337,172,-353,0
-74.25,38.19,213,511,-253,0
-75.06,53.75,-182,313,-634,0
-72.25,22,-62,435,-499,0
-60.75,33,207,224,-207,0
-64,35.31,-838,-45,-496,0
-67.69,35.56,-359,86,-346,0
-75.56,35.06,109,323,-278,0
-76.12,57.19,-414,211,-299,0
-74.37,25.69,98,99,-394,0
-61.44,24.31,227,-88,-334,0
-65.12,22.87,-54,262,296,0
-65.56,26.19,-171,-157,-822,0
-76.5,22.31,-130,71,-295,0
-77.06,45.25,-245,7,-287,0
-76.81,20.44,-149,-53,-453,0
-62.31,19.56,278,-136,-335,0
-66.31,21.56,-314,144,138,0
-64.5,17.94,-69,7,-779,0
-76.19,7.56,-144,131,-322,0
-78.37,30,-446,-81,-372,0
-78.69,8.19,-295,-30,-495,0
-63.31,19.69,316,-20,-436,0
-65.12,19.56,-384,442,-393,0
-61.19,21.44,15,30,-605,0
-73.56,20.69,-190,111,-434,0
-75.37,41.44,-85,-94,-326,0
-79.06,22.31,-236,-179,-454,0
-63.5,23.25,231,-101,-406,0
-65,27,-643,141,-466,0
-61.25,23.25,264,89,-608,0
-73.5,22.25,-135,-32,-403,0
-75.62,38.13,-60,-245,-337,0
-81.25,25.19,-297,-216,-348,0
-63.69,20.12,343,79,-330,0
-66,18.31,-605,379,-523,0
-58.44,16.94,416,57,-593,0
-70.69,16.25,87,57,-490,0
-74.5,23.06,83,110,-378,0
-82.19,21.44,-453,-380,-334,0
-64.69,17.62,309,-33,-363,0
-64.19,22.25,-550,259,-288,0
-60.13,22.31,433,-52,-257,0
-70.56,25.19,277,29,-462,0
-74.62,35.38,-57,11,-336,0
-75.56,30.56,-491,-88,-407,0
-66.81,17.75,116,207,-406,0
-62.69,23.19,-200,252,-184,0
-61,25.19,313,-687,-207,0
-63.19,21.56,365,107,-432,0
-66.44,24.81,-67,47,-267,0
-64.37,34.56,-402,87,-556,0
-65.94,33.06,-391,175,-495,0
-55.06,32.94,124,14,-294,0
-58,16.31,-228,231,-19,0
-61.44,26.19,-479,93,-467,0
-59.63,46.56,-128,113,-347,0
-69.56,50.94,-176,-42,-275,0
-65.5,39.81,-178,153,-303,0
-59.94,30.62,64,130,-382,0
-56.81,27.19,-150,367,-207,0
-63.56,32.38,-301,-174,-458,0
-58.63,34,-92,257,-446,0
-55.38,40.19,-280,185,-275,0
-57.81,49,-403,261,-406,0
-51.81,38.31,-528,121,-251,0
-60.44,26.25,159,137,-393,0
-62.19,14.75,-519,173,172,0
-48.13,27.31,64,59,-513,0
-71.56,18.87,-274,506,-370,0
-72.75,28.87,-93,187,-313,0
-74.56,19.75,-114,-154,-379,0
-61.75,20,240,9,-317,0
-61.75,16.87,-380,320,-214,0
-59.31,25.06,79,-1290,-459,0
-71.25,30.56,-278,-158,-472,0
-76.62,27.31,-214,-208,-398,0
-81.69,8.88,4,775,-606,0
-76.12,-8.25,-271,-126,-491,0
-73.19,14.13,218,69,-223,0
-70.69,14,-392,41,-753,0
-75.44,27.81,9,29,-481,0
-80.69,48.69,-11,165,-310,0
-81.19,38.81,-102,68,-401,0
-76.69,-4.12,3,-179,-346,0
-70.75,3.56,336,131,-317,0
-72,7.69,-352,140,-22,0
-69.81,10.75,514,-120,-699,0
-79.12,29.25,31,16,-405,0
-79.37,4.37,259,640,-389,0
-78.31,-2.31,-315,-457,-426,0
-66.25,-3.62,194,-479,-365,0
-66.87,-2.37,136,-136,-234,0
-67,-9.06,-619,-259,-738,0
-67.5,-14.06,182,-224,-470,0
-75.69,-38.44,-31,-31,-199,0
-77.19,-53.69,-178,-240,-321,0
-68.56,-59.06,-253,-375,-210,0
-69.25,-49.69,236,-160,69,0
-69.56,-55.19,-381,-400,-400,0
-69.5,-53.56,66,-320,-278,0
-75,-77.37,0,-144,29,0
-71.94,-90.44,-496,-417,-109,0
-67.56,-68.06,239,-361,-64,0
-71.5,-74.75,68,-157,52,0
-68.19,-65.31,141,-53,-152,0
-72.5,-86.94,-77,-232,-203,0
-76.75,-111,-44,-102,75,0
-69.75,-105.94,-784,-667,-190,0
-69.06,-63.69,391,-356,-84,0
-72.87,-63.25,-327,-420,40,0
-68.31,-48.63,45,120,-560,0
-74.62,-67,18,-130,-206,0
-78.69,-71.62,73,23,-19,0
-68.19,-70.12,-53,-465,-100,0
-66.75,-51.63,255,-363,-57,0
-69.12,-54.81,-602,-298,-99,0
-68.69,-46.31,-176,-686,-347,0
-73.12,-69.56,202,-141,-110,0
-76.81,-82.31,-249,-208,-57,0
-66.62,-78.25,-275,15,-384,0
-68.19,-58.94,280,-222,141,0
-69.06,-56.88,-213,-375,-142,0
-69.81,-48.63,215,-671,-285,0
-76,-75.75,-12,-111,-46,0
-76.12,-89.62,-291,-363,-158,0
-67.69,-73.94,-352,-160,-174,0
-69.25,-58.31,230,-1,-70,0
-65.69,-39.63,537,-595,-224,0
-70.75,-52.63,46,-441,-375,0
-76.94,-77.31,-70,-327,-62,0
-69.56,-88.62,-428,-759,-254,0
-67,-59.31,418,-481,-73,0
-71.5,-69.5,-583,-489,95,0
-67.19,-48.88,231,-97,-280,0
-72.44,-78.37,111,-332,-77,0
-77.06,-91.37,-44,-63,52,0
-68,-80.69,-152,-751,-32,0
-67.5,-64.62,182,-523,-42,0
-69.37,-69.75,-106,-377,885,0
-70.94,-60.94,-396,-704,-358,0
-73,-93.12,158,-176,-5,0
-76.19,-107.62,-180,-140,-96,0
-65.94,-87.94,127,131,-18,0
-69.37,-63.75,297,-368,91,0
-69.37,-59.38,-759,-557,-529,0
-69.62,-53.88,270,-470,-239,0
-75.69,-79.62,123,-160,74,0
-70.12,-92.87,-680,-590,-170,0
-67.19,-56.25,471,-409,2,0
-71.5,-65.06,-210,-290,-10,0
-70.56,-57.81,-607,-185,-301,0
-74.31,-78.06,48,-22,-131,0
-78.44,-90.94,-199,-96,-66,0
-68.12,-74.5,42,-171,-191,0
-67.87,-56.13,358,-137,120,0
-68.69,-57.5,-1058,-394,-920,0
-68.12,-50.13,247,-596,-284,0
-73.56,-80.44,130,-115,21,0
-73.5,-95,-299,-571,-92,0
-65.69,-75.87,86,-389,-116,0
-68.87,-66.69,65,-59,141,0
-64.94,-47.13,421,-446,-366,0
-69.56,-69.25,-110,-95,-260,0
-75.19,-88.87,-7,-273,-12,0
-67.56,-97.75,-794,-617,-251,0
-67.5,-63.06,414,-433,-5,0
-71.87,-73.5,-989,-885,363,0
-71.19,-63.88,-467,-649,-208,0
-73.69,-82.56,202,-220,-80,0
-77.62,-98.94,-257,-38,-62,0
-68.5,-80.12,-136,-76,-215,0
-69.75,-53.69,408,-196,122,0
-67.94,-47.06,354,-364,116,0
-69.94,-44.5,453,-419,-353,0
-76.5,-74.75,-66,-435,-79,0
-70.62,-86.94,-724,-784,-324,0
-65.94,-56.75,400,-355,-51,0
-72.12,-64.5,-546,-493,68,0
-70.44,-56.19,-390,-55,-624,0
-72.62,-81,2,-289,-154,0
-76.31,-101.31,-208,-236,-113,0
-65.5,-88,-122,32,-188,0
-68.44,-64.44,396,-308,225,0
-67.5,-46.88,771,-608,-306,0
-71.31,-74.19,-42,-339,-232,0
-77,-94.25,88,-293,56,0
-68.56,-96.75,-941,-757,-247,0
-67.69,-63.38,281,-403,-81,0
-71.87,-73.87,-681,-497,411,0
-72.06,-61.81,-434,-315,-316,0
-73.56,-88.62,121,-182,-41,0
-78.5,-100.81,-60,-234,-165,0
-67.5,-83.44,-173,-48,-294,0
-69.19,-61.69,346,-272,117,0
-69.87,-57.75,-543,-539,-529,0
-70.62,-52.06,301,-708,-305,0
-75.69,-90.87,-57,-29,16,0
-72,-100.56,-252,-512,-17,0
-67.06,-71.44,164,-570,-150,0
-71,-70.44,-310,-182,122,0
-66.19,-50.19,512,-254,-427,0
-72.19,-79.37,-330,108,-291,0
-79,-86.19,211,-129,18,0
-68.56,-83,-156,-500,16,0
-66.25,-49.94,327,-560,-118,0
-69.81,-51.94,-1047,-374,-380,0
-70,-53.06,-203,-824,-338,0
-73.69,-82.69,167,-146,-64,0
-75.94,-105.12,-284,-220,-208,0
-66.5,-83.94,-434,-106,-291,0
-69.87,-62.56,314,-192,42,0
-66.44,-42.75,1057,-788,-246,0
-70.75,-50.88,224,-550,-316,0
-78,-82.75,-144,-379,-18,0
-69.69,-90.44,-606,-865,-265,0
-65.37,-58.06,523,-391,-133,0
-71.37,-58.56,-1014,-519,311,0
-68.87,-45.44,-391,-668,-530,0
-72,-68.31,225,-108,-136,0
-75.19,-80.44,-306,-327,-327,0
-64.94,-68.75,-169,-71,-238,0
-66.5,-52.69,278,-240,134,0
-64,-38.13,941,-973,-6,0
-67.62,-46.25,157,-476,-334,0
-73.94,-76.06,-123,-359,-77,0
-69.25,-87.94,-449,-505,-83,0
-64.81,-61.31,477,-679,-108,0
-69.06,-62.5,-305,-291,75,0
-66.5,-51.38,384,-425,-367,0
-70.44,-52.5,36,-302,-340,0
-76.62,-87.19,-109,-239,-32,0
-67.56,-90.12,-814,-882,-329,0
-64.56,-53.06,443,-691,-123,0
-70.31,-59.94,-1064,-510,524,0
-70.37,-51.63,-124,-890,-388,0
-72.56,-83.5,228,-162,-67,0
-75.69,-96,-136,-220,-200,0
-65.37,-79.06,-57,8,-292,0
-65.56,-35.13,-25,-472,-61,0
-68.69,-45.13,-119,-424,-338,0
-69.56,-42.06,81,-511,-345,0
-75.87,-74.75,-48,-188,-159,0
-66.87,-87.25,-886,-693,-265,0
-64.62,-74.19,253,-410,-102,0
-66.31,-61.75,-506,-265,180,0
-66.81,-52.69,-76,-394,-254,0
-73.87,-62.63,289,-222,-159,0
-75,-101,-30,-317,-233,0
-66.81,-91.31,23,-461,-235,0
-68.75,-86.25,86,-234,152,0
-72.44,-87.12,66,-403,-42,0
-69.94,-92,123,-544,-257,0
-70.62,-108.12,6,-103,56,0
-66.69,-108.5,-902,-370,-254,0
-65.75,-82.5,147,-498,-245,0
-70.62,-72.44,-176,-390,-295,0
-73.31,-67.81,120,-554,-654,0
-73.37,-87.37,82,-95,-181,0
-75.12,-114.31,161,-226,-105,0
-69.25,-102.62,-73,-558,-44,0
-70.87,-87.94,408,-502,-63,0
-71.37,-88.44,-771,1,308,0
-73.19,-94.12,-45,-733,-346,0
-68.5,-130.62,49,-111,-50,0
-66.81,-136.81,-65,-330,-148,0
-65.87,-104.87,-35,-412,-303,0
-69.25,-87.94,-117,64,-26,0
-66.31,-46.25,282,-256,-442,0
-71.87,-64,-120,-511,-349,0
-75.94,-90.06,-168,-470,-84,0
-68.75,-92.62,-866,-847,-241,0
-64.94,-55.69,413,-518,-161,0
-70,-60.44,-541,-535,379,0
-69.87,-42.31,-134,-495,-470,0
-72.81,-78.19,48,-169,-123,0
-78.12,-90.44,-13,-172,-73,0
-67.37,-77.87,108,-478,-50,0
-66.25,-50,413,-299,-39,0
-68.75,-52.44,-1075,-436,-680,0
-69.37,-42.25,313,-736,-324,0
-73.87,-83.56,103,-156,-29,0
-74.31,-99.37,-59,-423,-326,0
-64.5,-76.87,-259,-12,-258,0
-68.69,-61,179,-260,-63,0
-66.62,-43.69,577,-973,-19,0
-70.69,-64.31,64,-437,-355,0
-75,-103.56,51,-290,57,0
-66.06,-100.56,-871,-759,-461,0
-65.12,-63.63,474,-682,-5,0
-68.87,-68.94,-732,-597,423,0
-69.44,-63,-185,-718,-332,0
-70.87,-96.81,149,-251,-9,0
-72.56,-118.69,-331,-466,-14,0
-63.75,-96.75,-441,29,-163,0
-68.25,-72.19,243,-239,46,0
-68.06,-50.56,876,-926,72,0
-70.81,-63.69,347,-683,-258,0
-75.25,-109.69,-41,-299,68,0
-66.75,-108.25,-942,-830,-296,0
-65.81,-69.25,398,-694,-62,0
-69.69,-67.69,-360,-440,-131,0
-68.44,-51,-292,-361,-745,0
-72.19,-84.12,144,-133,-81,0
-75.94,-104.62,-275,-6,-87,0
-66.37,-85.87,-121,-350,-131,0
-65.81,-49.5,474,-190,15,0
-67,-48.56,-880,-648,-864,0
-68.62,-45.94,403,-759,-375,0
-74.44,-90.81,-228,54,30,0
-70.44,-98.25,-187,-377,-247,0
-63.44,-66.5,244,-149,-162,0
-67.81,-56.63,-206,-234,-111,0
-64.25,-37.31,151,-343,-457,0
-70.25,-68.5,13,-8,-252,0
-76.37,-81.06,-100,-243,-6,0
-65.62,-78.75,-55,-677,-8,0
-63.94,-48.19,385,-482,-213,0
-67.31,-49.81,-1271,-437,-575,0
-67.31,-40.63,343,-699,-401,0
-72.5,-72.81,126,-186,-107,0
-74.5,-91.31,-128,-526,-227,0
-63.38,-74.81,-328,-41,-291,0
-66.19,-50.19,-4,-231,-104,0
-63.06,-34,567,-421,-620,0
-70.5,-60.56,117,-381,-443,0
-75.62,-95.44,-67,-112,0,0
-67.5,-97.75,-756,-826,-337,0
-64.19,-57.69,352,-547,-149,0
-69.12,-54.94,-841,-607,115,0
-65.25,-38,-181,-375,-616,0
-70.87,-63.63,258,-392,-131,0
-76.87,-66.75,-166,-242,-101,0
-65.5,-72.94,-294,-335,-301,0
-64.19,-47.88,417,-287,40,0
-63.56,-32.69,-494,-765,-782,0
-68,-43,515,-601,-422,0
-74,-84.25,-179,57,72,0
-69,-91.5,-358,-412,-152,0
-61.75,-60.06,345,-435,-214,0
-67.5,-50.69,-398,-281,-590,0
-64.25,-39.44,-541,-67,-773,0
-69.87,-64.12,-244,8,-354,0
-76.56,-74.56,113,-373,-128,0
-65.19,-75.19,-1,-712,22,0
-62.13,-43.63,430,-520,-215,0
-66.12,-45.13,-1157,-478,-333,0
-66.19,-41.81,140,-776,-457,0
-72.81,-84.12,126,-126,-39,0
-71.31,-99.87,-72,-439,-116,0
-63,-74,-220,62,-166,0
-66.62,-56.63,33,-197,-174,0
-62.75,-40.06,318,-256,-427,0
-70.25,-73,-137,-163,-312,0
-76.06,-86.06,154,-268,-44,0
-67,-89.37,-744,-891,-266,0
-64.06,-49.5,341,-798,-200,0
-68.56,-52,-425,-315,411,0
-67.75,-39.94,-247,-678,-519,0
-72.56,-74.87,157,-255,-115,0
-76.94,-90.31,-211,-29,-81,0
-65.25,-74.81,41,-32,-215,0
-65.19,-45.44,410,-300,64,0
-60.56,-27.69,951,-509,-747,0
-70.69,-54.13,26,-173,-449,0
-77.62,-72.87,111,-342,-91,0
-68.44,-75.25,-265,-932,-109,0
-63.38,-42.38,395,-865,-206,0
-65.87,-43.25,-395,-178,530,0
-66.5,-35.69,86,-936,-520,0
-72.12,-84.06,122,-195,-28,0
-71.56,-96.75,-120,-475,-180,0
-62.56,-74.5,-254,92,-238,0
-65.75,-50.88,143,-208,-237,0
-62.31,-36.25,750,-324,-568,0
-69,-62.25,-13,-188,-342,0
-76.56,-91.25,12,-328,-12,0
-66.87,-97.69,-1280,-966,-521,0
-63.88,-54.38,441,-565,-114,0
-68.75,-53.44,-884,-566,372,0
-68.56,-44.25,-622,-810,-472,0
-71.81,-74.44,246,-282,-83,0
-75.75,-89.5,-171,-211,-372,0
-60.81,-79.37,-432,91,-305,0
-63.56,-46.94,211,-300,-277,0
-60.19,-28.94,772,-466,-643,0
-67.06,-47.56,152,-288,-445,0
-76.12,-64.81,-60,-392,-165,0
-68,-81.94,-1188,-826,-478,0
-61.56,-46.63,365,-652,-238,0
-66.56,-50.31,-772,-597,133,0
-65.44,-45.56,-756,-462,-603,0
-69.62,-75.19,74,-282,-171,0
-74.87,-91.06,-313,-283,-24,0
-64.37,-76.44,-92,-552,-260,0
-63.19,-52.69,242,-221,66,0
-62.38,-41.56,1210,-276,414,0
-68.37,-55.63,390,-518,-350,0
-75.06,-91.81,-139,-150,-46,0
-67.69,-97.37,-736,-746,-275,0
-62.63,-58.25,286,-417,-262,0
-67.62,-47.63,-592,-453,-344,0
-63.94,-38.56,-235,-454,-719,0
-69.56,-73.31,69,-342,-150,0
-74.75,-86.5,-74,-221,-86,0
-62.69,-78.37,101,-558,91,0
-62.13,-52.56,328,-87,-4,0
-64.75,-51.63,-896,-169,-893,0
-67,-43.44,175,-933,-380,0
-73.12,-76.69,19,-87,-60,0
-71.62,-87.31,-87,-399,-290,0
-62.5,-59.88,99,-356,-271,0
-65.31,-41.5,136,-288,-207,0
-58.81,-29.37,797,-348,-622,0
-69.75,-61.44,-121,-132,-447,0
-76.5,-77.69,109,-200,-82,0
-66.87,-80,-121,-949,-175,0
-62.81,-49.25,377,-716,-177,0
-65.5,-49.94,-1248,-510,-1067,0
-64.69,-36.13,348,-1027,-468,0
-71.5,-76.25,288,-320,-48,0
-72.06,-96.12,-135,-380,-222,0
-62.38,-72.81,-259,74,-262,0
-65.37,-45.13,211,-314,-378,0
-60.13,-29.62,516,-673,-747,0
-67.37,-64.62,-109,-100,-443,0
-74.75,-93.44,-42,-238,10,0
-64.37,-86.44,-123,-901,-125,0
-62.75,-55.94,413,-544,-208,0
-65.19,-53.19,-1277,-616,-652,0
-65.81,-45,235,-880,-414,0
-72.12,-79.31,100,-182,-70,0
-72.62,-92.06,219,-298,-100,0
-62.63,-67.69,-203,-117,-287,0
-65.37,-39.69,-224,-465,-76,0
-58.69,-30.5,835,-434,-648,0
-68.62,-62.75,-71,-92,-444,0
-74.75,-88.12,-39,-145,-78,0
-65.56,-84.94,-611,-1173,-340,0
-62.56,-46.44,470,-603,-226,0
-67.37,-53.06,-613,-309,527,0
-67.12,-49.88,-359,-816,-496,0
-69.87,-82.56,123,-232,-93,0
-72.81,-101.56,-146,-394,-218,0
-64.12,-79.31,-228,-115,-320,0
-65.37,-50.81,260,-259,-84,0
-64.69,-38.38,-344,-888,-316,0
-67.75,-52.69,241,-437,-346,0
-75,-82.44,17,-377,-52,0
-66.87,-89.56,-821,-772,-446,0
-62.38,-47.63,422,-729,-206,0
-67.44,-49.38,-617,-289,118,0
-66.56,-43.81,-279,-954,-606,0
-70.37,-80.37,150,-125,-58,0
-73.19,-97.12,-118,-346,-270,0
-62.44,-76.06,-185,125,-229,0
-65.12,-46.63,137,-515,-343,0
-61,-35.31,1169,-626,-227,0
-67.19,-54.75,376,-457,-336,0
-74.81,-87.37,-39,-349,-33,0
-65.62,-93.69,-1296,-1004,-467,0
-60.63,-55.63,373,-517,-182,0
-66,-53.25,-820,-523,-42,0
-63.69,-43.13,-520,-549,-632,0
-69,-72.5,-6,-170,-181,0
-74.19,-85.37,-133,-291,-107,0
-62.75,-75.75,-41,-505,-102,0
-61.06,-48.75,450,-351,-110,0
-63.69,-48.81,-901,-443,-1026,0
-64.94,-43.88,526,-715,-380,0
-70.87,-80.75,-28,-50,-24,0
-69.5,-87.5,193,-396,-146,0
-60.63,-67.56,-5,-238,-337,0
-65.56,-55.13,-335,-394,26,0
-61.38,-42.44,212,-367,-374,0
-68.5,-68.69,-108,-185,-352,0
-75.31,-86.31,-31,-456,-83,0
-65.12,-77.44,40,-891,-87,0
-60.75,-44.06,452,-688,-286,0
-64.06,-44.69,-1089,-501,-692,0
-64.56,-35.81,132,-995,-545,0
-71.25,-77.06,-96,-10,-81,0
-69.81,-84,103,-269,-204,0
-60.63,-59.44,-179,-231,-289,0
-62.44,-39.19,-19,-362,-394,0
-57.25,-32.31,785,-317,-625,0
-66.5,-56.13,60,-250,-403,0
-73.56,-76.06,49,-399,-50,0
-65.69,-82.12,-901,-1003,-479,0
-59.31,-44.31,488,-727,-254,0
-64.37,-45.13,-742,-280,6,0
-63.38,-38.5,-335,-503,-729,0
-68.56,-69.06,9,-272,-200,0
-74.31,-82.69,-283,-338,-160,0
-62.63,-69.37,119,-359,-98,0
-59.5,-41,366,-303,-142,0
-62.44,-37.75,-508,-770,-1097,0
-62.63,-37.38,576,-711,-387,0
-71.56,-71.56,-5,-124,-121,0
-69.56,-82.81,78,-335,-129,0
-60.81,-59.88,-62,-245,-223,0
-64.19,-49,-406,-444,-317,0
-59.75,-36.94,-116,-487,-574,0
-66.87,-66.25,79,-342,-219,0
-74.25,-84.81,-180,-336,-92,0
-64,-75.06,84,-730,-85,0
-59.13,-41.88,411,-764,-319,0
-64.37,-42.13,-921,-579,276,0
-62.88,-38.81,-420,-590,-545,0
-69,-63.75,90,-155,-209,0
-73.25,-73.25,-124,-446,-497,0
-60.13,-63.06,-21,17,-357,0
-61.31,-35.94,45,-393,-436,0
-57.69,-30.5,835,-588,-467,0
-64.44,-51.25,169,-280,-367,0
-72.56,-76.37,-64,-341,-77,0
-65.19,-85.94,-825,-728,-345,0
-59.63,-48.44,402,-569,-215,0
-64.12,-41.44,-850,-681,-107,0
-62.81,-43.31,-478,-342,-826,0
-68.06,-66.31,-103,-401,-263,0
-74.87,-81.56,-265,-154,-99,0
-63.25,-68.5,170,-510,-146,0
-60.81,-40.94,359,-144,-6,0
-62.5,-35.88,-1130,-812,-971,0
-64.5,-39.56,304,-634,-501,0
-72.31,-74.37,-62,-17,-38,0
-69.5,-83.44,-101,-299,-320,0
-61.06,-59.19,-130,-156,-301,0
-63,-40.88,-300,-376,-229,0
-56.56,-32.19,355,-158,-333,0
-66.87,-52.81,65,-523,-410,0
-74.56,-71.37,41,-408,-90,0
-65.56,-73.31,-960,-1092,-540,0
-59.13,-39.06,514,-992,-293,0
-63.13,-41.69,-587,-381,435,0
-63.56,-38.13,-464,-692,-506,0
-69,-69.25,98,-318,-191,0
-74,-83.62,-417,-333,-232,0
-61.63,-66.5,-59,-290,-323,0
-59.06,-40.88,321,-125,-51,0
-57.81,-33.31,928,-542,-359,0
-63.88,-47.56,246,-351,-404,0
-73.44,-70.87,-42,-296,-153,0
-65.62,-83.19,-819,-645,-312,0
-58.88,-45.81,300,-519,-241,0
-64.06,-43.81,-832,-464,38,0
-62.06,-39.38,-381,-498,-873,0
-67.75,-66.31,-103,-195,-238,0
-73.44,-72.25,-242,-224,-127,0
-61.94,-63.31,54,-403,-259,0
-59.13,-38.06,308,-168,-113,0
-61.06,-37.31,-1204,-581,-1183,0
-61.75,-37,303,-540,-383,0
-70.44,-59.5,72,-165,-180,0
-71.87,-69.62,-55,-353,-328,0
-58.88,-55.56,-66,-141,-357,0
-60.19,-36.06,8,-281,-479,0
-56.38,-28.69,579,-321,-682,0
-65,-44.38,-8,-223,-500,0
-72.19,-67.5,-6,-282,-149,0
-65.75,-77.81,-692,-668,-375,0
-57.56,-42,433,-718,-273,0
-62.63,-37.38,-837,-562,-169,0
-61.25,-32.81,-244,-492,-833,0
-67.69,-58.38,-64,-462,-312,0
-73.06,-65.87,-98,-280,-102,0
-61.94,-62.75,60,-676,-130,0
-55.94,-33.5,481,-487,-232,0
-59.06,-31.56,-1160,-723,-1000,0
-61.63,-31.19,109,-773,-559,0
-69.06,-64.37,114,-276,-188,0
-70.94,-77.12,-143,-519,-430,0
-58.56,-63.75,-237,-103,-288,0
-60.69,-45.31,159,-300,-521,0
-57.81,-36.44,768,-533,-378,0
-63.69,-57.63,126,-172,-320,0
-71.69,-77.25,-51,-456,-76,0
-64,-84.12,-764,-777,-394,0
-58.75,-47.13,280,-622,-257,0
-62.56,-42.25,-511,-489,-353,0
-57.5,-33.75,35,-108,-472,0
-66.5,-57,-154,-304,-349,0
-73.81,-59.94,-28,-398,-203,0
-65.44,-64.75,-337,-1160,-421,0
-57.63,-31.81,481,-737,-363,0
-63.63,-28.44,-698,-252,-111,0
-55.19,-9.38,132,-311,-666,0
-64.44,-23.19,496,-491,-299,0
-73.19,-32.81,-394,-292,-310,0
-63,-47.13,-345,-207,-496,0
-58.25,-21.37,162,-196,-177,0
-59.44,-17.5,-117,-612,-755,0
-60.88,-0.31,4,-422,-671,0
-72.56,-23.94,-60,222,-368,0
-71.94,-31,12,-165,-567,0
-58.94,-28.37,-132,-15,-579,0
-56.88,-3.81,-23,-65,-644,0
-48.94,5.31,1122,-170,-567,0
-58.56,8.38,-76,-15,-712,0
-66.69,8.44,-153,37,-530,0
-67.81,-4.94,-556,-892,-665,0
-54.75,-5.12,252,-71,-408,0
-57.69,2.37,-944,-363,203,0
-60.13,-1.44,-444,-77,-602,0
-68.69,-20.69,112,203,-336,0
-72.56,-20.94,-258,-154,-710,0
-61.5,-28.19,-242,27,-571,0
-56.19,-10.44,134,-143,-245,0
-54.44,-7.94,447,-777,-232,0
-60.81,-17.81,316,-298,-530,0
-69.62,-25.44,13,-316,-346,0
-67.75,-42.56,-646,-785,-541,0
-55.94,-22.5,204,-512,-410,0
-59.69,-17.12,-461,-255,-558,0
-57.5,-18.06,-561,-16,-1351,0
-67.81,-33.06,-135,-90,-464,0
-73.25,-32.19,-288,-177,-330,0
-62.13,-40.44,297,-428,-252,0
-55.88,-27,212,-197,-296,0
-59.56,-25.5,-1036,-162,-738,0
-60.88,-19.87,-16,-664,-593,0
-68.69,-41.06,26,-30,-244,0
-71.44,-43.44,170,-197,-482,0
-59.06,-39.5,-84,-521,-381,0
-58.81,-24.37,-252,-158,-365,0
-54.19,-19,174,-258,-428,0
-66.06,-43.75,-154,-22,-428,0
-72.87,-46.69,-91,-221,-303,0
-64.06,-48.19,118,-671,-277,0
-56.13,-24.5,293,-108,-191,0
-58.31,-23.37,-877,-861,-843,0
-63.31,-24.37,59,-699,-601,0
-69.56,-44,3,0,-216,0
-70.44,-53.13,129,-110,-403,0
-59.88,-36.75,-86,-318,-387,0
-58.94,-21.5,-199,-201,-491,0
-53.75,-19.75,456,-251,-700,0
-63.81,-27.44,-103,-190,-618,0
-71.12,-31.69,-34,-444,-258,0
-67.62,-43.75,-967,-937,-717,0
-54.25,-18.69,490,-514,-387,0
-58.5,-11.63,-534,-330,-59,0
-60.13,-7.37,-375,-270,-696,0
-68.75,-19.25,20,-243,-379,0
-69.87,-20.94,-339,-1214,-459,0
-57.88,-17.62,408,-680,-306,0
-63.44,-11.63,-1091,-875,-92,0
-63.56,-1.87,46,-1107,-761,0
-70,-22.31,-14,-72,-215,0
-66.94,-21.62,225,-373,-350,0
-50.63,-3.5,452,-279,-380,0
-48.88,6.5,-424,-182,-176,0
-54.5,12.88,-141,66,-745,0
-62.38,25.12,-58,-503,-660,0
-68,15.06,-262,212,-375,0
-62.25,1.94,66,337,-474,0
-45.5,17.87,183,13,-557,0
-46.63,22.69,-338,328,4,0
-52,24.37,-330,263,-697,0
-61.44,21.19,-164,401,-510,0
-62.81,32.5,-407,106,-539,0
-60,21.5,210,-9,-468,0
-45.5,24.31,72,80,-577,0
-46.5,27.12,-619,343,-7,0
-51.63,28.87,-511,90,-542,0
-58.38,29,-4,391,-470,0
-59.69,39.06,-530,431,-623,0
-56.31,26,68,341,-565,0
-45.94,32.88,60,355,-215,0
-47.38,36,-1125,-696,-1053,0
-52.5,36.94,-45,192,-537,0
-58.19,38.31,-124,629,-403,0
-60.25,44.88,-334,389,-720,0
-55.56,29,10,648,-594,0
-45.88,38.94,9,226,-158,0
-46.13,43.25,-610,-459,-774,0
-51.88,42.94,176,235,-463,0
-58,44.31,-246,668,-365,0
-60.88,43.81,7,525,-553,0
-53,26,-112,756,-533,0
-47.94,37.31,-232,351,-573,0
-46.56,40.69,303,324,-316,0
-54.31,42.63,206,380,-511,0
