pitch,yaw,x,y,z,state
-80.37,96,-2,8,0,1
-80.37,96.12,-2,8,-4,1
-80.37,96.25,-2,8,0,1
-80.37,96.31,-4,7,-4,1
-80.37,96.25,-1,2,-7,1
-80.37,96.19,1,5,-7,1
-80.37,96.19,-5,0,-5,1
-80.37,96.12,0,12,-4,1
-80.37,96.06,-4,15,-5,1
-80.37,96,-2,4,-2,1
-80.37,96.06,-2,4,1,1
-80.37,96.06,0,-1,-5,1
-80.37,96.06,-2,-4,-8,1
-80.37,96.12,-4,5,-3,1
-80.37,96.25,1,10,0,1
-80.37,96.31,0,11,-5,1
-80.37,96.37,-3,8,-8,1
-80.37,96.37,-2,10,-5,1
-80.37,96.25,-4,8,-3,1
-80.37,96.25,-3,17,-2,1
-80.37,96.25,-2,15,0,1
-80.37,96.25,0,9,-4,1
-80.37,96.25,-3,6,-4,1
-80.37,96.25,-3,10,-3,1
-80.37,96.25,-4,9,-5,1
-80.37,96.25,2,1,-6,1
-80.37,96.25,-7,6,0,1
-80.37,96.31,-4,10,-2,1
-80.37,96.5,0,4,-6,1
-80.31,96.69,-2,10,-2,1
-80.31,96.69,0,8,-2,1
-80.31,96.44,-4,8,-8,1
-80.31,96.37,0,8,-6,1
-80.31,96.37,-1,17,-2,1
-80.25,96.56,0,7,-3,1
-80.25,96.5,0,2,-3,1
-80.25,96.5,-2,4,0,1
-80.25,96.44,1,1,-2,1
-80.25,96.56,-1,11,-2,1
-80.25,96.56,-1,5,-5,1
-80.25,96.5,-2,10,-1,1
-80.25,96.56,-2,12,-2,1
-80.25,96.62,3,3,-4,1
-80.25,96.62,-3,6,-5,1
-80.25,96.62,-2,11,-6,1
-80.25,96.62,-1,7,-5,1
-80.25,96.56,-2,5,-3,1
-80.25,96.62,-2,4,-4,1
-80.25,96.62,-3,6,-5,1
-80.25,96.62,-3,9,-3,1
-80.25,96.56,-1,6,-4,1
-80.25,96.62,-1,1,-6,1
-80.25,96.62,0,7,-4,1
-80.25,96.62,-2,8,0,1
-80.25,96.62,-3,9,-3,1
-80.25,96.69,1,5,-4,1
-80.25,96.69,-4,4,-1,1
-80.25,96.69,-3,6,-1,1
-80.25,96.69,1,2,-5,1
-80.25,96.62,-3,10,-2,1
-80.25,96.62,-3,9,-2,1
-80.25,96.62,0,11,-6,1
-80.25,96.62,-1,8,-2,1
-80.25,96.62,-2,4,-2,1
-80.25,96.69,0,3,-6,1
-80.25,96.69,-3,4,-3,1
-80.25,96.69,-1,5,-2,1
-80.25,96.69,-1,7,0,1
-80.25,96.69,0,5,-2,1
-80.25,96.62,-3,8,-4,1
-80.25,96.62,-2,8,-4,1
-80.25,96.69,-1,8,-4,1
-80.25,96.69,-1,8,-2,1
-80.25,96.69,-3,7,-2,1
-80.25,96.69,-3,10,-3,1
-80.25,96.69,-2,8,-2,1
-80.25,96.69,-1,6,-4,1
-80.25,96.75,0,6,-3,1
-80.25,96.69,-2,8,0,1
-80.25,96.69,-2,4,-3,1
-80.25,96.75,-3,3,0,1
-80.25,96.69,-3,3,-3,1
-80.25,96.69,-1,8,-2,1
-80.25,96.69,0,5,-5,1
-80.25,96.75,-3,0,-1,1
-80.25,96.75,-3,12,-6,1
-80.19,97.31,4,-16,1,1
-80.19,97.56,2,4,0,1
-80.19,97.94,-1,2,-15,1
-80.12,97.94,-3,15,9,1
-80,97.56,0,5,-6,1
-79.94,97.19,2,2,0,1
-79.94,96.44,4,13,0,1
-79.94,95.19,5,-4,0,1
-79.94,94.81,0,8,5,1
-79.94,95.06,-4,-1,0,1
-79.94,95.69,-4,1,0,1
-79.94,95.87,-5,11,-1,1
-79.94,95.87,-1,-4,2,1
-79.94,95.81,-3,5,3,1
-79.87,95.94,-2,10,4,1
-79.87,96.25,0,5,4,1
-79.87,96.5,0,-1,0,1
-79.87,96.69,0,11,1,1
-79.87,96.75,0,9,7,1
-79.87,96.81,-1,9,6,1
-79.87,96.87,-3,4,4,1
-79.87,96.87,-3,10,2,1
-79.87,96.94,-4,8,1,1
-79.87,96.94,-4,0,0,1
-79.87,96.94,-4,8,5,1
-79.87,97,4,11,9,1
-79.87,97.25,0,7,7,1
-79.87,97.5,0,7,5,1
-79.87,97.5,-5,7,4,1
-79.87,97.81,3,3,6,1
-79.87,98.81,-4,11,10,1
-79.81,98.94,-2,0,7,1
-79.75,97.81,0,6,19,1
-79.94,96.75,1,24,19,1
-80.31,95.62,0,6,20,1
-81.56,92.44,7,-30,-4,1
-81.75,98.62,0,-20,-39,1
-81.56,109.81,-34,64,0,1
-84,174.5,74,55,8,1
-84.37,175.06,-49,49,8,1
-82.12,118,-19,17,19,1
-79,114.75,-62,113,34,1
-76.31,122,34,0,65,1
-78.94,124.87,-25,-70,0,1
-82.19,87.56,26,-14,6,1
-81.87,55.25,76,80,74,1
-83.81,5.31,-104,24,79,1
-82.31,46.88,76,-144,226,1
-81.56,72.94,39,-98,-199,1
-83.56,174.25,-30,145,-90,1
-82.06,134.5,7,31,-30,1
-80.69,126.19,-8,36,-8,1
-78.69,118.75,-203,-140,-74,1
-81.12,107.12,67,-59,-6,1
-82.12,87.31,101,-35,121,1
-83.69,173.81,-213,-46,0,1
-80.81,110.81,-151,38,-71,1
-78.94,120.81,-59,-89,-44,1
-78.5,123,17,-62,9,1
-78.19,124.37,-5,16,1,1
-78.44,122.12,11,-11,27,1
-78.31,121.25,18,-6,10,1
-78.25,121.69,-1,5,17,1
-78.25,121.37,17,-41,-2,1
-78.06,120.62,3,10,12,1
-78.06,120.62,0,-12,-1,1
-78.06,120.5,3,-11,20,1
-77.87,119.62,-2,5,16,1
-77.94,118.12,4,-12,10,1
-77.94,117,3,-2,10,1
-77.94,117.19,-1,6,11,1
-78,118.37,-5,4,18,1
-77.87,119.31,0,6,2,1
-77.87,120.37,-7,1,3,1
-77.81,121,4,-7,9,1
-77.75,121.37,0,-5,1,1
-77.75,121.56,-1,-13,1,1
-77.75,121.31,-2,-4,4,1
-77.81,120.94,6,-7,10,1
-77.81,120.75,0,-4,7,1
-77.81,120.37,0,1,5,1
-77.81,120.37,-1,0,9,1
-77.75,120.5,-2,11,7,1
-77.94,120,6,3,15,1
-78,120.5,-4,-10,-8,1
-78,119.87,-2,4,1,1
-78.12,119.37,-17,14,-8,1
-78.06,119.94,0,-10,5,1
-78.31,116.56,18,43,17,1
-78.25,116.06,-1,-5,2,1
-78.94,112.62,-14,0,6,1
-79.81,109,2,-8,8,1
-80.12,108.06,-9,5,0,1
-80.62,106.56,-3,-12,-4,1
-80.81,106.5,8,-9,13,1
-80.62,109.06,15,8,7,1
-80.31,111.19,-2,-6,10,1
-80.12,112.5,-3,-11,7,1
-80.06,113.25,-3,-15,5,1
-80.06,113.19,-4,-8,13,1
-80,113.62,5,-10,3,1
-79.75,114.87,-1,-7,-1,1
-79.37,116.06,-2,13,9,1
-79.31,116.44,-6,12,9,1
-79.31,117,-5,10,12,1
-79.25,117.75,-11,-13,7,1
-79.25,117.75,0,-2,2,1
-79.19,118.12,3,-6,5,1
-79.12,118.25,-6,5,11,1
-79.12,118.25,7,3,0,1
-79.06,118.75,3,11,7,1
-79,119.06,-2,-12,0,1
-79,118.94,0,-4,6,1
-79.06,118.81,2,-4,3,1
-79.06,118.69,1,5,4,1
-79.06,118.69,1,-1,7,1
-79,119.19,4,7,11,1
-78.81,120.19,1,7,14,1
-78.12,121.75,-9,3,14,1
-77.56,123.25,-3,2,7,1
-76.69,124.87,-10,-10,-1,1
-76,125.5,15,-13,-6,1
-74.44,126.94,-9,-6,0,1
-73.19,127.19,-2,19,11,1
-72.81,127.37,-5,8,11,1
-73.37,127.25,-5,5,9,1
-74.87,126.12,4,-6,0,1
-76.31,124.56,-3,-13,-17,1
-77.37,123,0,-10,-17,1
-77.87,122.06,-2,-7,1,1
-78.31,120.81,-1,11,20,1
-78.81,120.44,0,4,9,1
-79.31,120.75,-8,23,21,1
-80.69,119.56,-7,27,9,1
-80.81,119.06,-5,-20,12,1
-80.44,118.56,18,-45,-9,1
-79.44,120.06,-7,3,1,1
-79.44,119.56,-2,3,4,1
-79.44,117.62,-8,12,5,1
-79.31,114.25,15,-4,4,1
-79.37,113.12,-2,3,-1,1
-79.56,111.5,4,18,15,1
-79.56,111.62,-4,6,3,1
-79.56,111.62,-5,-7,6,1
-79.56,111.87,0,0,4,1
-79.44,113.81,0,-1,7,1
-79.37,114.62,0,9,8,1
-79.37,115.25,0,7,6,1
-79.31,116.62,-4,1,3,1
-79.12,118.25,-5,4,7,1
-78.94,119.25,-2,9,10,1
-78.94,119.31,1,0,7,1
-78.81,120,1,-4,6,1
-78.75,120.19,0,-1,10,1
-78.81,120,0,5,10,1
-78.81,120.06,-2,0,9,1
-78.75,120.25,-3,16,9,1
-78.75,120.31,-2,5,6,1
-78.75,120.5,0,4,3,1
-78.62,121.31,-1,2,6,1
-78.56,122,2,2,9,1
-78.5,122.69,0,0,5,1
-78.44,122.94,-2,0,7,1
-78.44,122.94,0,-1,8,1
-78.37,123.37,0,7,8,1
-78.37,123.5,1,0,0,1
-78.37,123.56,1,0,4,1
-78.37,123.56,0,-6,2,1
-78.37,123.56,-1,2,1,1
-78.37,123.44,-3,3,5,1
-78.37,123.44,-1,-2,4,1
-78.37,123.37,0,2,9,1
-78.37,123.44,0,0,5,1
-78.37,123.37,2,0,10,1
-78.37,123.31,1,-1,11,1
-78.37,123.62,0,10,7,1
-78.44,124.25,-5,3,4,1
-78.5,124.62,2,9,3,1
-78.44,125.56,-3,5,7,1
-78.25,125.94,-4,3,6,1
-78.31,124.56,-9,-5,9,1
-80.06,117.94,39,-15,20,1
-81.81,111.62,-11,-17,37,1
-82.94,101.06,50,50,11,1
-82.31,119.94,-27,-53,56,1
-82.06,120.37,-12,18,9,1
-82.12,131.06,-5,77,15,1
-81.62,133.37,-13,69,-12,1
-79.69,125.5,6,110,-52,1
-74.81,120.37,-312,196,-117,1
-73.81,112.94,-6,-59,76,1
-72.5,108.94,28,-142,112,1
-77.37,105.37,254,-45,81,1
-78.25,122.06,-92,-236,-19,1
-77.31,125.94,-11,-5,10,1
-75.06,113.06,3,109,-88,1
-75.37,107.94,326,-153,223,1
-74.31,105.62,93,-38,137,1
-78.62,112.31,-52,-118,-47,1
-79.62,124.06,-111,-343,40,1
-79.5,130.56,27,-24,20,1
-78.81,120.75,23,136,-81,1
-76.06,107.69,-190,-8,1,1
-74,98.94,35,71,172,1
-74,111.94,-60,-224,-20,1
-75.19,127.5,-377,126,-109,1
-73.87,109.06,-1,141,-30,1
-70.31,102.69,56,-126,-2,1
-67.44,99.5,14,-8,39,1
-65.5,97.75,31,-10,20,1
-64.44,96.56,57,25,8,1
-64.62,95.25,-16,28,1,1
-64.87,96,-27,-7,-3,1
-64.94,96.62,8,-19,5,1
-64.81,96.5,-3,5,2,1
-65.19,96.06,24,-39,11,1
-65.75,95.75,0,-4,0,1
-67.87,94.5,18,6,-10,1
-72.62,94.69,-8,-87,11,1
-76.62,96.75,18,-39,119,1
-79.06,108.06,-77,69,27,1
-79.5,109.19,23,14,50,1
-79.69,109.81,-14,38,-45,1
-80.75,113.94,-163,392,-40,1
-79.5,107.75,24,31,-8,1
-77.62,109.5,27,178,60,1
-77.62,105.25,-6,-41,35,1
-78.25,103.25,-5,4,43,1
-78.5,103.25,-4,-16,29,1
-78.31,103.31,10,39,-1,1
-78,106.75,-10,7,11,1
-78.25,108.19,-10,16,16,1
-78.37,108.56,19,-4,27,1
-78.19,107.44,0,11,20,1
-78.5,106.06,-8,43,15,1
-78.69,105.25,1,6,12,1
-78.81,104.75,-3,20,15,1
-78.81,104.69,1,10,11,1
-78.87,104.87,-1,9,7,1
-78.94,105,0,3,9,1
-78.87,105.94,-5,3,9,1
-78.87,106.06,-2,-1,10,1
-78.87,106.19,-1,5,11,1
-78.81,106.44,1,6,16,1
-78.69,107.12,3,-7,-3,1
-78.62,106.5,5,0,1,1
-78.62,105.69,-3,6,9,1
-78.75,105.62,-1,25,5,1
-78.56,107.37,0,-10,7,1
-78.19,107.37,-3,-31,-15,1
-78.31,106.12,14,-30,14,1
-78.56,105,-5,30,13,1
-78.62,104.94,0,4,4,1
-78.62,105.06,0,3,4,1
-78.62,105.37,1,0,2,1
-78.62,105.37,0,3,4,1
-78.69,105.25,-5,12,0,1
-78.69,105.12,1,8,1,1
-78.69,104.94,0,-1,1,1
-78.69,104.81,-3,10,5,1
-78.69,104.69,-1,4,6,1
-78.62,104.87,0,10,4,1
-78.62,104.94,2,11,5,1
-78.62,105.19,-1,4,3,1
-78.62,105.31,0,0,5,1
-78.62,105.31,-2,8,2,1
-78.62,105.31,-2,7,7,1
-78.62,105.25,-2,8,1,1
-78.62,105.19,-2,3,3,1
-78.62,105.06,-1,6,5,1
-78.62,105,-1,8,5,1
-78.62,105,-3,11,9,1
-78.62,105,0,5,8,1
-78.62,105,0,9,8,1
-78.62,105,-1,10,8,1
-78.62,104.94,-2,12,8,1
-78.62,105.31,-4,7,10,1
-78.62,105.37,-3,3,6,1
-78.62,105.31,-2,3,8,1
-78.69,105.19,-2,10,5,1
-78.69,105,0,3,5,1
-78.75,104.69,-2,2,3,1
-79,104.31,-4,36,-2,1
-79.37,104.06,-9,8,8,1
-79.56,102.06,-5,1,-6,1
-79.62,100.62,2,-3,-1,1
-79.5,100.12,-1,64,27,1
-79.56,98.31,-12,7,32,1
-80.31,91.19,-9,38,24,1
-80.56,84.06,-4,3,-14,1
-80.25,85.06,0,-33,-38,1
-80.06,87.94,8,-24,-6,1
-80.06,92.31,12,6,2,1
-79.75,101.5,-6,-15,6,1
-79.12,107.62,-1,-22,-11,1
-78.87,109.37,-2,13,3,1
-78.81,109.31,2,6,1,1
-78.62,110.06,-1,18,6,1
-78.62,109.62,-1,0,1,1
-78.62,109.31,4,7,6,1
-78.56,109.5,3,0,5,1
-78.56,109.56,-3,7,4,1
-78.56,109.62,3,8,5,1
-78.69,108.81,-2,-6,-4,1
-79.37,105.75,9,24,0,1
-79.44,105.69,2,-16,1,1
-79.37,106.5,-10,15,28,1
-79.44,105.44,-17,-5,0,1
-79.75,105.31,3,13,10,1
-79.31,108.31,-3,21,12,1
-79.37,110.44,-4,37,7,1
-79.06,112.37,1,17,13,1
-78.87,113.25,0,12,12,1
-79.06,111.87,-12,-5,14,1
-79.44,108,17,2,-22,1
-79.5,106.5,0,-3,-12,1
-79.87,105.19,12,13,6,1
-79.94,105.81,0,1,12,1
-79.81,107,0,-9,-3,1
-79.31,107.69,-12,-6,14,1
-79.25,102.44,61,72,-25,1
-78.94,103.25,-20,-26,-24,1
-79.19,101.25,0,-16,4,1
-79.37,102,5,-12,-5,1
-79.37,103,5,1,5,1
-79.44,103.12,5,10,1,1
-79.5,102.94,1,6,8,1
-79.5,103.12,0,-4,2,1
-79.5,103.06,-2,-2,-3,1
-79.5,103.12,0,0,0,1
-79.5,103.19,-1,3,6,1
-79.44,103.37,-7,1,0,1
-79.37,103.62,6,5,1,1
-79.37,103.87,0,17,-2,1
-79.31,104.37,-1,-1,-1,1
-79.31,104.94,-2,0,4,1
-79.31,105.19,0,-14,0,1
-79.44,104.56,2,-7,-5,1
-79.37,102.62,10,-23,-20,1
-79,99.37,-11,-18,-34,1
-79.12,89.75,27,-7,15,1
-77.75,91.69,9,50,104,1
-78.87,89.56,-28,73,95,1
-78.31,88.19,-15,-68,-60,1
-79.62,103.69,-27,46,-49,1
-80.87,113.56,-23,55,23,1
-81.5,115,-46,178,6,1
-79.37,108.44,32,89,87,1
-77.44,116.62,-41,161,32,1
-78.5,107.31,54,34,5,1
-78.44,82.31,11,80,11,1
-76.56,79.12,80,67,44,1
-77.06,97.06,-51,52,88,1
-76.44,97.56,189,35,-3,1
-77.75,110.81,-26,172,-53,1
-78.69,119.25,32,25,-76,1
-78.62,131,-28,89,-68,1
-77.75,127.56,-6,185,-3,1
-78.75,115.44,64,144,-18,1
-79.81,99.06,0,-58,30,1
-79.75,80.62,59,158,51,1
-78.94,103.87,177,-13,-68,1
-76.37,116.81,-43,-33,-106,1
-76.31,120.37,-10,-9,-7,1
-76.37,122.19,9,10,9,1
-76.31,122.69,0,14,3,1
-76.5,122.06,-13,31,6,1
-76.75,121.12,1,0,5,1
-76.81,120.31,-5,10,9,1
-76.94,119.5,0,9,8,1
-77.06,119.25,-3,16,10,1
-77.12,119.06,0,8,2,1
-77.19,118.94,0,19,6,1
-77.19,118.94,-4,18,9,1
-77.19,118.94,1,21,7,1
-77.19,118.69,-2,18,11,1
-77.19,118.5,-5,18,7,1
-77.19,118.31,-1,15,7,1
-77.19,118.31,-6,15,3,1
-77.19,118.31,-1,16,8,1
-77.19,118.31,-5,19,10,1
-77.19,118.25,-1,12,10,1
-77.19,118.06,-6,11,5,1
-77.12,117.69,-7,12,13,1
-77.44,117.75,-10,20,11,1
-77.56,118.31,-2,8,9,1
-77.56,118.81,-7,11,2,1
-77.62,118.87,2,9,6,1
-77.62,118.81,-4,5,4,1
-77.69,118.5,-3,6,8,1
-77.69,118.12,0,12,9,1
-77.69,118.06,1,10,12,1
-77.69,118.31,-2,9,8,1
-77.69,118.5,-4,3,10,1
-77.69,118.56,-1,10,9,1
-77.69,118.69,-2,0,4,1
-77.62,118.69,3,5,4,1
-77.62,118.94,-3,8,3,1
-77.62,119.12,-4,6,6,1
-77.62,119.5,-4,7,8,1
-77.62,119.56,-2,-3,2,1
-77.69,118.69,-2,12,7,1
-77.87,116.56,-2,29,1,1
-77.81,114.81,9,-42,-3,1
-78.12,114.31,0,12,9,1
-78.37,114.5,2,21,7,1
-78.5,114.25,0,-3,6,1
-78.5,114.12,-1,9,12,1
-78.56,114.75,-1,14,10,1
-78.5,115.56,1,6,8,1
-78.5,115.5,-2,8,11,1
-78.44,116.31,0,5,5,1
-78.31,117.62,-3,1,5,1
-78.25,117.87,-4,1,7,1
-78.25,117.81,0,11,9,1
-78.25,117.81,0,8,8,1
-78.25,117.94,0,-4,4,1
-78.25,117.87,0,0,5,1
-78.25,117.87,-1,4,5,1
-78.25,117.87,-4,0,4,1
-78.25,117.75,-1,2,3,1
-78.25,117.56,-3,8,7,1
-78.25,117.31,-2,8,8,1
-78.25,117.12,-4,1,8,1
-78.25,116.5,-3,-7,8,1
-78.37,114.25,-8,1,15,1
-78.75,109.25,8,-4,18,1
-79.56,104.31,9,28,29,1
-80.06,102.94,3,-4,23,1
-80.56,105.25,-2,-14,-4,1
-81,113.06,-6,17,-12,1
-81.75,121.19,0,9,1,1
-82.31,125.19,3,-2,8,1
-82.94,127.44,-15,19,14,1
-83.37,174.87,5,11,4,1
-83.37,175.25,1,1,-9,1
-82.56,135.81,-4,-4,19,1
-81.81,131.37,-10,34,27,1
-81.19,126.44,-15,-4,2,1
-82.19,113.81,-60,-58,-7,1
-81.31,78.56,17,48,78,1
-78.75,68.94,-21,46,106,1
-78.25,70.44,198,-42,100,1
-80.06,95.69,-175,-171,-155,1
-79.25,113.12,74,19,-88,1
-79.69,133.06,13,39,-86,1
-79.12,144,14,-32,-25,1
-79,143.94,13,-23,-45,1
-80.31,140.31,-19,73,-38,1
-81.19,139.56,1,109,32,1
-80.69,135.75,25,41,49,1
-78.12,131.81,-46,23,-53,1
-76.56,132.69,8,15,20,1
-76.75,134.56,-32,-25,-24,1
-80.62,124,-20,-33,-24,1
-81.94,84.37,38,40,30,1
-82.62,82.75,-44,-39,89,1
-82.56,82.62,-50,-84,-47,1
-81.44,94.87,76,8,-80,1
-80.69,100.62,6,-15,-48,1
-79.62,108.44,73,2,-17,1
-78.37,113.87,28,57,-12,1
-78.56,116.81,1,36,0,1
-78.62,118.56,7,-36,-2,1
-78.56,117.69,-6,-11,0,1
-78.5,115.69,4,-21,-2,1
-78.5,115.62,-5,10,-1,1
-78.37,115.31,-2,1,-4,1
-78.37,114.44,-5,9,1,1
-78.31,114.5,1,-3,-4,1
-78.31,114.56,4,0,-1,1
-78.31,114.75,1,-1,-2,1
-78.31,115,0,5,-1,1
-78.31,115,-2,1,-5,1
-78.31,115.06,0,0,-4,1
-78.31,114.81,-1,8,0,1
-78.31,114.75,1,8,0,1
-78.31,114.75,0,9,1,1
-78.31,114.75,-1,8,-3,1
-78.31,114.56,0,4,-1,1
-78.31,114.56,-6,12,0,1
-78.25,114.75,-4,4,0,1
-78.25,114.75,0,12,0,1
-78.25,115.06,0,11,2,1
-78.25,115.12,0,0,-3,1
-78.25,115.12,-6,8,-3,1
-78.25,115.06,0,2,-5,1
-78.25,115.06,-4,4,-4,1
-78.25,115,-2,3,-2,1
-78.25,115,-2,13,4,1
-78.25,114.94,0,11,5,1
-78.25,115,0,4,0,1
-78.25,114.87,-1,9,3,1
-78.31,114.75,-4,13,3,1
-78.25,115.44,13,-10,13,1
-78.12,115.25,1,6,-14,1
-78.44,113.25,-10,51,28,1
-78.81,111.56,-1,26,14,1
-79.06,109.5,0,-4,4,1
-79.5,106.37,-8,6,10,1
-80.25,100.56,3,-9,-14,1
-80.5,99.56,2,-16,-12,1
-80.31,99.5,3,2,-3,1
-80.19,99.06,4,13,4,1
-79.94,100.19,-2,-8,-6,1
-79.81,102.56,3,-1,4,1
-79.44,108.12,41,44,-1,1
-78.75,114.69,0,-11,12,1
-78.69,115.06,0,0,7,1
-78.75,115,-15,10,0,1
-78.81,114.75,-7,3,3,1
-78.87,114.37,-4,4,7,1
-78.94,114.12,2,4,4,1
-79,114.25,0,-1,6,1
-79.06,114.19,-2,5,7,1
-79.06,114.19,-2,5,6,1
-79.06,113.81,-2,1,4,1
-79,114.62,-5,11,8,1
-79,115.06,-4,0,9,1
-79,115.06,0,7,12,1
-78.94,115.12,2,3,11,1
-78.94,115.06,-3,5,8,1
-78.94,115.06,-6,0,7,1
-78.94,115.06,2,3,10,1
-78.94,115.12,-3,6,2,1
-78.94,115.06,-2,0,6,1
-78.94,114.94,0,-3,3,1
-78.94,114.75,3,0,4,1
-78.94,114.56,-2,8,6,1
-78.94,114.5,0,5,6,1
-78.94,114.5,-2,4,7,1
-78.87,114.69,-9,0,7,1
-78.87,114.62,-1,3,5,1
-78.87,114.62,-2,2,7,1
-78.87,114.62,-1,3,4,1
-78.87,114.56,-2,6,7,1
-78.87,114.5,-2,5,8,1
-78.87,114.5,2,5,6,1
-78.87,114.5,0,7,6,1
-78.87,114.5,0,9,7,1
-78.87,114.56,-1,7,7,1
-78.87,114.87,-4,14,6,1
-78.87,115.31,0,-8,16,1
-78.87,115.12,-4,14,13,1
-78.94,114.94,-7,14,8,1
-79.06,114.69,0,0,10,1
-79.12,114.44,0,6,10,1
-79.12,114.75,-3,10,3,1
-79.12,114.94,-3,4,7,1
-79.06,115.12,-2,9,6,1
-79.06,115.12,0,7,4,1
-79,115,-6,12,10,1
-78.94,115,-3,-11,10,1
-78.94,115.06,-8,9,8,1
-78.87,115.31,-1,3,8,1
-78.87,115.56,-3,4,8,1
-78.81,115.5,2,4,10,1
-78.69,116,1,12,9,1
-78.62,116.56,-1,1,7,1
-78.62,116.5,-3,3,12,1
-78.62,116.25,-5,4,14,1
-78.62,116.37,-1,0,12,1
-78.56,116.5,-4,10,17,1
-78.56,116.69,-3,5,15,1
-78.56,116.81,-5,4,14,1
-78.56,116.87,-1,12,14,1
-78.56,116.87,-7,-6,19,1
-78.56,116.62,-5,3,14,1
-78.56,116.69,0,0,12,1
-78.5,116.87,-1,1,13,1
-78.44,117.06,0,4,14,1
-78.5,116.94,1,4,10,1
-78.5,116.69,0,5,10,1
-78.44,116.56,-2,5,10,1
-78.44,116.37,-2,-1,10,1
-78.44,116.25,-2,7,7,1
-78.44,116.25,0,7,13,1
-78.44,116.37,-1,1,10,1
-78.44,116.44,1,3,10,1
-78.37,116.75,-5,-6,9,1
-78.37,116.69,2,4,11,1
-78.31,117.25,-2,6,14,1
-78.31,117.44,-5,-4,3,1
-78.37,116.44,4,25,19,1
-78.69,113.62,-1,6,17,1
-79.12,110.31,1,12,16,1
-79.37,107.19,-2,2,7,1
-79.5,104.94,-16,-35,11,1
-79.12,106.69,3,-32,9,1
-79.25,108.12,-2,5,12,1
-78.81,115.12,-12,-7,-1,1
-78.5,116.87,-4,18,13,1
-78.31,117.12,-8,6,14,1
-78.25,116.81,0,11,17,1
-78.31,116.62,0,9,9,1
-78.37,116.5,-1,9,10,1
-78.44,116.44,0,0,8,1
-78.44,116.31,-2,8,14,1
-78.44,116.44,-4,0,13,1
-78.44,116.37,0,9,14,1
-78.37,116.81,-4,8,17,1
-78.31,116.62,-3,11,12,1
-78.31,116.62,-3,0,11,1
-78.31,116.56,-1,6,12,1
-78.31,116.44,0,14,15,1
-78.31,116.5,-5,1,14,1
-78.25,116.37,-1,9,15,1
-78.25,116.44,-1,7,12,1
-78.25,116.44,-1,9,18,1
-78.25,116.44,-6,9,14,1
-78.25,116.31,0,14,17,1
-78.25,116.44,-2,10,14,1
-78.25,116.5,-7,4,16,1
-78.25,116.56,-2,13,18,1
-78.31,116.31,-1,7,12,1
-78.44,115.87,2,10,16,1
-78.5,115.62,-2,8,15,1
-78.56,115.37,-3,5,9,1
-78.56,115.19,2,6,10,1
-78.62,115.19,-1,5,9,1
-78.56,115.37,-1,4,8,1
-78.56,115.56,0,3,6,1
-78.56,115.75,-3,13,12,1
-78.5,115.81,-1,4,11,1
-78.5,115.87,0,0,7,1
-78.5,115.81,-3,8,10,1
-78.5,115.81,0,7,14,1
-78.5,115.81,-1,10,13,1
-78.5,115.81,-4,4,9,1
-78.5,115.87,0,6,13,1
-78.5,115.87,0,5,11,1
-78.5,115.81,-2,7,15,1
-78.5,115.87,-2,15,16,1
-78.5,115.81,0,5,14,1
-78.44,115.81,-1,10,14,1
-78.44,115.81,-1,5,14,1
-78.44,115.87,0,7,15,1
-78.44,115.81,-3,11,15,1
-78.44,115.87,0,3,12,1
-78.44,115.81,-3,8,10,1
-78.44,115.81,-3,6,13,1
-78.56,115.69,-5,0,17,1
-78.62,115.19,0,9,11,1
-78.75,114.81,0,29,11,1
-78.75,115.5,3,14,15,1
-78.75,115,1,0,9,1
-78.62,113,-5,19,7,1
-78.75,111.87,-13,-9,0,1
-79.75,107.37,8,-27,0,1
-80.31,102.69,-6,9,17,1
-80.5,100.06,1,-4,5,1
-80.44,100.62,6,-10,-4,1
-80.25,104.44,40,30,14,1
-79.31,113.44,-10,6,13,1
-79.19,114,0,2,10,1
-79.12,114.06,1,0,2,1
-79.12,114.06,0,8,6,1
-79.12,114.12,-5,-8,5,1
-79.25,106.94,0,-16,25,1
-79.81,93.81,15,-40,26,1
-80.5,86.69,25,-5,53,1
-81.06,97.06,-40,104,-50,1
-82.69,107.69,24,66,-10,1
-83.94,174.62,12,27,35,1
-84.87,175.75,-12,85,25,1
-84.19,174.94,0,33,-1,1
-80.5,111.25,-13,291,-28,1
-78.94,114.25,-3,-136,75,1
-80.56,104.94,0,-40,-88,1
-79.62,67.75,16,129,-118,1
-75.81,49,-28,-17,-180,1
-72.75,46.06,167,82,-177,1
-73.75,55.5,-31,-26,-10,1
-75,64.69,4,-23,29,1
-75.94,68.87,175,-139,-187,1
-80.37,94.75,18,15,-117,1
-81.06,106.25,-33,106,0,1
-81.25,91.69,12,43,-51,1
-80,87,24,3,-40,1
-79.69,88.19,-13,21,-21,1
-79.69,87.56,15,2,-4,1
-79.37,89.37,3,-14,-27,1
-79.25,92.44,2,48,-12,1
-78.81,97.81,-3,-3,-26,1
-78.56,101.31,2,6,-21,1
-77.94,104.56,-1,-28,-38,1
-77.87,104.5,20,47,-14,1
-77.94,107.81,-4,7,-13,1
-77.81,108.5,-1,0,-13,1
-77.81,109.31,5,24,7,1
-77.81,110.75,-4,-6,-15,1
-77.81,111,-2,10,-8,1
-77.87,111.19,-3,0,-6,1
-77.87,111.19,0,3,-9,1
-78,110.31,1,-5,-6,1
